Kabupaten_Kota,Tanggal,RF_Pred,LGBM_Pred,Blended_Pred
Kabupaten Pamekasan,2025-01-01,209.55404999999996,242.3881611402341,225.97110557011703
Kabupaten Pamekasan,2025-02-01,2400.67515,3005.6991932899336,2703.187171644967
Kabupaten Pamekasan,2025-03-01,41946.351200000005,30444.60531589593,36195.478257947965
Kabupaten Pamekasan,2025-04-01,52774.19689999999,43559.49371376279,48166.84530688139
Kabupaten Pamekasan,2025-05-01,12152.68569999999,7418.007165365329,9785.34643268266
Kabupaten Pamekasan,2025-06-01,2496.165999999999,2360.4805527772223,2428.323276388611
Kabupaten Pamekasan,2025-07-01,1458.0875499999995,5214.845173888123,3336.466361944061
Kabupaten Pamekasan,2025-08-01,1657.4560999999992,3260.832531454477,2459.144315727238
Kabupaten Pamekasan,2025-09-01,975.8719999999998,0.0,0.0
Kabupaten Pamekasan,2025-10-01,393.6896,0.0,0.0
Kabupaten Pamekasan,2025-11-01,291.73875,0.0,0.0
Kabupaten Pamekasan,2025-12-01,125.64235,2146.6049654018116,1136.1236577009058
Kabupaten Pasuruan,2025-01-01,14195.263999999997,13884.853301736674,14040.058650868335
Kabupaten Pasuruan,2025-02-01,18732.602,16277.942026993127,17505.272013496564
Kabupaten Pasuruan,2025-03-01,33965.56860000002,29378.46061061143,31672.014605305725
Kabupaten Pasuruan,2025-04-01,43887.8926,23861.29964423624,33874.59612211812
Kabupaten Pasuruan,2025-05-01,34656.490900000004,31440.99873118866,33048.744815594335
Kabupaten Pasuruan,2025-06-01,19376.892000000003,22499.256159420092,20938.074079710048
Kabupaten Pasuruan,2025-07-01,22134.912999999993,23657.649375675388,22896.28118783769
Kabupaten Pasuruan,2025-08-01,23825.109000000008,20651.586898308316,22238.347949154162
Kabupaten Pasuruan,2025-09-01,18965.929799999994,15577.715232551402,17271.822516275697
Kabupaten Pasuruan,2025-10-01,19107.505599999997,17186.772098501366,18147.13884925068
Kabupaten Pasuruan,2025-11-01,19402.6389,17327.54651916779,18365.092709583896
Kabupaten Pasuruan,2025-12-01,9457.833800000004,15413.524936103528,12435.679368051766
Kabupaten Ponorogo,2025-01-01,19019.751799999995,16841.46947082411,17930.610635412053
Kabupaten Ponorogo,2025-02-01,3803.825699999999,2494.193164757137,3149.009432378568
Kabupaten Ponorogo,2025-03-01,40032.3994,51211.84806128043,45622.12373064022
Kabupaten Ponorogo,2025-04-01,93238.49979999996,87552.9555110275,90395.72765551374
Kabupaten Ponorogo,2025-05-01,23958.013300000002,22986.076342925833,23472.044821462918
Kabupaten Ponorogo,2025-06-01,12045.16309999999,8490.280139369775,10267.721619684882
Kabupaten Ponorogo,2025-07-01,41994.62719999999,42321.051292719734,42157.83924635986
Kabupaten Ponorogo,2025-08-01,50899.7213,44864.725113173365,47882.223206586685
Kabupaten Ponorogo,2025-09-01,21739.704200000004,16842.589477996487,19291.146838998247
Kabupaten Ponorogo,2025-10-01,4682.875099999999,6589.729628937673,5636.3023644688365
Kabupaten Ponorogo,2025-11-01,7090.639900000001,5417.582469524597,6254.1111847623
Kabupaten Ponorogo,2025-12-01,38666.55590000001,29170.086784856332,33918.32134242817
Kabupaten Probolinggo,2025-01-01,6599.180999999998,7429.997664178519,7014.589332089258
Kabupaten Probolinggo,2025-02-01,6276.461999999997,4589.638934390328,5433.050467195162
Kabupaten Probolinggo,2025-03-01,13828.729299999999,9976.48493487665,11902.607117438325
Kabupaten Probolinggo,2025-04-01,45280.6884,32419.66818938452,38850.17829469226
Kabupaten Probolinggo,2025-05-01,41970.2799,38494.66587974323,40232.47288987161
Kabupaten Probolinggo,2025-06-01,13233.745700000001,14981.60820320638,14107.67695160319
Kabupaten Probolinggo,2025-07-01,7101.946800000001,5708.884827402387,6405.415813701194
Kabupaten Probolinggo,2025-08-01,8159.735399999997,7769.178490522536,7964.456945261267
Kabupaten Probolinggo,2025-09-01,14914.785699999999,12028.905078301648,13471.845389150823
Kabupaten Probolinggo,2025-10-01,5941.668399999999,6887.652876613145,6414.660638306572
Kabupaten Probolinggo,2025-11-01,4800.475,2296.077520667618,3548.276260333809
Kabupaten Probolinggo,2025-12-01,4839.218400000001,4317.2023458006215,4578.210372900311
Kabupaten Sampang,2025-01-01,804.4708,5262.883252713964,3033.677026356982
Kabupaten Sampang,2025-02-01,5149.121549999998,8971.037752674758,7060.079651337378
Kabupaten Sampang,2025-03-01,43991.42029999998,54006.70990196189,48999.06510098094
Kabupaten Sampang,2025-04-01,46009.15870000001,27731.64661436636,36870.402657183186
Kabupaten Sampang,2025-05-01,10358.913699999997,8548.984141946266,9453.948920973133
Kabupaten Sampang,2025-06-01,8346.499099999999,4818.480820689053,6582.4899603445265
Kabupaten Sampang,2025-07-01,20660.262899999987,22599.83919613145,21630.051048065718
Kabupaten Sampang,2025-08-01,6099.836299999998,9384.775819185732,7742.3060595928655
Kabupaten Sampang,2025-09-01,2686.5896,0.0,726.8978457268346
Kabupaten Sampang,2025-10-01,1230.8496499999999,0.0,569.2091530443544
Kabupaten Sampang,2025-11-01,971.5251000000005,492.47098294914593,731.9980414745733
Kabupaten Sampang,2025-12-01,797.5870499999999,4086.662077014097,2442.1245635070486
Kabupaten Sidoarjo,2025-01-01,4645.115799999997,5357.833275182747,5001.474537591372
Kabupaten Sidoarjo,2025-02-01,10564.895599999998,10888.39253841249,10726.644069206244
Kabupaten Sidoarjo,2025-03-01,19606.1869,10232.037498451042,14919.112199225521
Kabupaten Sidoarjo,2025-04-01,31771.583300000002,20441.047532761015,26106.31541638051
Kabupaten Sidoarjo,2025-05-01,36380.4017,29742.520999022156,33061.46134951108
Kabupaten Sidoarjo,2025-06-01,19674.112600000008,21855.018716956045,20764.565658478026
Kabupaten Sidoarjo,2025-07-01,10861.193699999998,13894.133908168975,12377.663804084486
Kabupaten Sidoarjo,2025-08-01,9088.467800000002,7256.271248922401,8172.369524461202
Kabupaten Sidoarjo,2025-09-01,31762.306999999997,16537.719944369608,24150.0134721848
Kabupaten Sidoarjo,2025-10-01,32792.95009999999,19635.33157265143,26214.140836325707
Kabupaten Sidoarjo,2025-11-01,22665.466200000003,22004.157835781298,22334.81201789065
Kabupaten Sidoarjo,2025-12-01,5978.052600000003,8769.016101914394,7373.5343509571985
Kabupaten Situbondo,2025-01-01,7457.1131,6128.428007903161,6792.770553951581
Kabupaten Situbondo,2025-02-01,20478.425300000014,13103.810944722476,16791.118122361244
Kabupaten Situbondo,2025-03-01,35950.220900000015,32663.811867782304,34307.01638389116
Kabupaten Situbondo,2025-04-01,32216.59080000002,23287.798368023017,27752.19458401152
Kabupaten Situbondo,2025-05-01,15115.354500000005,16506.812299399953,15811.083399699979
Kabupaten Situbondo,2025-06-01,10789.428699999999,14379.570796379297,12584.499748189648
Kabupaten Situbondo,2025-07-01,17731.043599999997,18632.48680863834,18181.76520431917
Kabupaten Situbondo,2025-08-01,15947.087000000001,16568.346490180782,16257.71674509039
Kabupaten Situbondo,2025-09-01,8778.173500000003,10568.988919428588,9673.581209714295
Kabupaten Situbondo,2025-10-01,5787.7664,4198.248080935438,4993.007240467719
Kabupaten Situbondo,2025-11-01,6239.715200000001,5395.459659362137,5817.587429681069
Kabupaten Situbondo,2025-12-01,5937.834999999999,6514.084684982301,6225.95984249115
Kabupaten Sumenep,2025-01-01,768.0681500000001,309.4642658612588,538.7662079306294
Kabupaten Sumenep,2025-02-01,3699.6510500000004,3089.782362512752,3394.7167062563763
Kabupaten Sumenep,2025-03-01,47723.49769999998,79904.2323783175,63813.865039158736
Kabupaten Sumenep,2025-04-01,83408.81339999996,73452.76265903866,78430.78802951932
Kabupaten Sumenep,2025-05-01,15025.842400000001,17123.150556661338,16074.49647833067
Kabupaten Sumenep,2025-06-01,7289.8857,7310.742401951872,7300.314050975936
Kabupaten Sumenep,2025-07-01,13142.091100000005,15224.710551257416,14183.40082562871
Kabupaten Sumenep,2025-08-01,19351.433199999985,15555.189366108481,17453.311283054234
Kabupaten Sumenep,2025-09-01,6735.282399999996,6965.879076823662,6850.580738411829
Kabupaten Sumenep,2025-10-01,1906.8720499999995,529.6682254509878,1218.2701377254937
Kabupaten Sumenep,2025-11-01,1431.3546000000001,0.0,498.4417225384814
Kabupaten Sumenep,2025-12-01,838.2858499999999,4239.378491993043,2538.8321709965217
Kabupaten Trenggalek,2025-01-01,1639.2175000000007,2575.106444175506,2107.1619720877534
Kabupaten Trenggalek,2025-02-01,1648.7772999999993,526.1196481109217,1087.4484740554606
Kabupaten Trenggalek,2025-03-01,7442.9427000000005,5917.173562268114,6680.0581311340575
Kabupaten Trenggalek,2025-04-01,26799.580500000004,23362.013406848007,25080.796953424004
Kabupaten Trenggalek,2025-05-01,14731.945500000003,17505.722775128175,16118.834137564088
Kabupaten Trenggalek,2025-06-01,6364.626800000004,6622.305413620679,6493.466106810341
Kabupaten Trenggalek,2025-07-01,5617.575099999999,4069.184951176999,4843.380025588499
Kabupaten Trenggalek,2025-08-01,18173.6452,18314.893434949263,18244.26931747463
Kabupaten Trenggalek,2025-09-01,6723.321599999998,8622.628094231488,7672.974847115744
Kabupaten Trenggalek,2025-10-01,4690.4981,2537.846323552867,3614.1722117764334
Kabupaten Trenggalek,2025-11-01,3370.5180000000005,3209.0856282461173,3289.8018141230586
Kabupaten Trenggalek,2025-12-01,3723.1592,4229.037166777185,3976.0981833885926
Kabupaten Tuban,2025-01-01,39000.32240000002,33806.73804588101,36403.53022294051
Kabupaten Tuban,2025-02-01,44509.38340000002,43638.88379600873,44074.13359800438
Kabupaten Tuban,2025-03-01,55333.93629999997,88416.5861219397,71875.26121096984
Kabupaten Tuban,2025-04-01,86592.3692,61016.6618906213,73804.51554531066
Kabupaten Tuban,2025-05-01,40764.221500000014,43865.52034597292,42314.87092298646
Kabupaten Tuban,2025-06-01,25920.30079999999,25486.32428875612,25703.312544378055
Kabupaten Tuban,2025-07-01,29899.919800000003,22074.60199841923,25987.260899209617
Kabupaten Tuban,2025-08-01,22407.919899999994,21002.863087052403,21705.3914935262
Kabupaten Tuban,2025-09-01,51694.391599999995,30916.985091597417,41305.688345798706
Kabupaten Tuban,2025-10-01,51965.394799999965,30929.318007068225,41447.3564035341
Kabupaten Tuban,2025-11-01,15546.3746,14709.286302742168,15127.830451371083
Kabupaten Tuban,2025-12-01,6430.017600000004,11748.414704421539,9089.21615221077
Kabupaten Tulungagung,2025-01-01,5598.1473000000005,8184.189212950226,6891.168256475114
Kabupaten Tulungagung,2025-02-01,6901.220099999999,7375.893006188198,7138.5565530940985
Kabupaten Tulungagung,2025-03-01,11491.259899999995,5648.144030214398,8569.701965107197
Kabupaten Tulungagung,2025-04-01,40820.13230000003,30007.716928766466,35413.92461438324
Kabupaten Tulungagung,2025-05-01,38108.035700000015,41595.18139646075,39851.60854823038
Kabupaten Tulungagung,2025-06-01,25700.026799999996,22307.263767784483,24003.64528389224
Kabupaten Tulungagung,2025-07-01,7655.907000000002,7985.812083234032,7820.859541617017
Kabupaten Tulungagung,2025-08-01,23554.4179,21626.707621648635,22590.562760824316
Kabupaten Tulungagung,2025-09-01,17924.51060000001,14542.642112620873,16233.576356310441
Kabupaten Tulungagung,2025-10-01,18190.925,17794.99757100701,17992.961285503505
Kabupaten Tulungagung,2025-11-01,10640.3288,13350.298982088996,11995.313891044498
Kabupaten Tulungagung,2025-12-01,6355.783799999999,6214.725856905519,6285.254828452759
Kota Batu,2025-01-01,660.7936500000003,228.41205304068706,444.6028515203437
Kota Batu,2025-02-01,449.3337500000001,0.0,181.73623973785544
Kota Batu,2025-03-01,205.3895499999999,1423.6597425745902,814.524646287295
Kota Batu,2025-04-01,313.4618499999999,1027.8513197581242,670.656584879062
Kota Batu,2025-05-01,591.5801000000004,1263.3492602237318,927.4646801118661
Kota Batu,2025-06-01,528.6072000000003,397.6157513673894,463.11147568369483
Kota Batu,2025-07-01,485.4692000000003,0.0,173.520253580273
Kota Batu,2025-08-01,170.76764999999995,0.0,0.0
Kota Batu,2025-09-01,129.99114999999998,0.0,0.0
Kota Batu,2025-10-01,111.19615,122.26188240100775,116.72901620050388
Kota Batu,2025-11-01,106.12504999999997,962.0078963246469,534.0664731623234
Kota Batu,2025-12-01,537.9934999999999,1429.835252641582,983.914376320791
Kota Blitar,2025-01-01,157.3668500000001,399.675461239979,278.52115561998954
Kota Blitar,2025-02-01,137.17920000000004,193.4269061313665,165.3030530656833
Kota Blitar,2025-03-01,132.4431,684.9151815569782,408.67914077848906
Kota Blitar,2025-04-01,520.7352,0.0,76.28592828230364
Kota Blitar,2025-05-01,1239.0024000000003,222.34333851926925,730.6728692596348
Kota Blitar,2025-06-01,553.4178500000002,164.24851274650018,358.83318137325017
Kota Blitar,2025-07-01,196.87145,0.0,0.0
Kota Blitar,2025-08-01,296.8948,0.0,0.0
Kota Blitar,2025-09-01,478.7166000000002,0.0,0.0
Kota Blitar,2025-10-01,51.209399999999995,0.0,0.0
Kota Blitar,2025-11-01,9.412299999999998,984.3494655918635,496.8808827959317
Kota Blitar,2025-12-01,88.1136,1943.8183070332257,1015.9659535166128
Kota Kediri,2025-01-01,310.6093500000002,599.8138552854848,455.2116026427425
Kota Kediri,2025-02-01,298.8518500000001,0.0,85.15097906236267
Kota Kediri,2025-03-01,417.92055,815.496637065007,616.7085935325035
Kota Kediri,2025-04-01,1346.2894999999992,810.7241065549501,1078.5068032774748
Kota Kediri,2025-05-01,2311.8954,1371.1020830721955,1841.4987415360977
Kota Kediri,2025-06-01,220.49390000000014,0.0,39.51574366591717
Kota Kediri,2025-07-01,125.05839999999998,0.0,0.0
Kota Kediri,2025-08-01,1184.2072000000003,0.0,566.2555941448952
Kota Kediri,2025-09-01,898.5662999999996,0.0,0.0
Kota Kediri,2025-10-01,122.11769999999997,0.0,0.0
Kota Kediri,2025-11-01,24.212049999999994,984.3494655918635,504.2807577959317
Kota Kediri,2025-12-01,425.27894999999995,1429.835252641582,927.5571013207909
Kota Madiun,2025-01-01,247.16279999999995,0.0,0.0
Kota Madiun,2025-02-01,260.9409999999999,1334.4434831944372,797.6922415972185
Kota Madiun,2025-03-01,1301.1937000000005,2466.1479396566633,1883.6708198283318
Kota Madiun,2025-04-01,2755.363200000001,1917.626687104175,2336.494943552088
Kota Madiun,2025-05-01,518.6254500000001,665.1933836226884,591.9094168113443
Kota Madiun,2025-06-01,217.75930000000005,0.0,91.31554960952468
Kota Madiun,2025-07-01,851.433,0.0,396.82596279376077
Kota Madiun,2025-08-01,2878.2721000000015,420.176546010508,1649.2243230052547
Kota Madiun,2025-09-01,154.79005000000004,0.0,0.0
Kota Madiun,2025-10-01,9.4703,0.0,0.0
Kota Madiun,2025-11-01,994.5954,0.0,442.6142724002422
Kota Madiun,2025-12-01,1280.0361500000006,312.7203707733529,796.3782603866767
Kota Malang,2025-01-01,664.7285500000003,128.39150573521317,396.5600278676067
Kota Malang,2025-02-01,307.8621500000002,476.68984666353043,392.2759983317653
Kota Malang,2025-03-01,1018.2676999999998,753.2641089255899,885.7659044627949
Kota Malang,2025-04-01,1123.6806,1304.1665860772823,1213.9235930386412
Kota Malang,2025-05-01,903.8694499999997,819.3775178436144,861.6234839218071
Kota Malang,2025-06-01,1100.4722000000006,0.0,549.7522788729397
Kota Malang,2025-07-01,626.8263000000001,0.0,44.18546447331886
Kota Malang,2025-08-01,313.5762499999999,0.0,0.0
Kota Malang,2025-09-01,290.1825499999999,0.0,0.0
Kota Malang,2025-10-01,799.7757500000006,0.0,0.0
Kota Malang,2025-11-01,954.4026000000001,0.0,256.2600326862804
Kota Malang,2025-12-01,1061.9524500000005,1429.835252641582,1245.8938513207913
Kota Mojokerto,2025-01-01,129.77415000000002,0.0,0.0
Kota Mojokerto,2025-02-01,217.68849999999998,295.89334155665506,256.7909207783275
Kota Mojokerto,2025-03-01,409.1069499999997,0.0,0.0
Kota Mojokerto,2025-04-01,885.9929500000002,0.0,0.0
Kota Mojokerto,2025-05-01,753.7596000000002,0.0,50.98123113392154
Kota Mojokerto,2025-06-01,148.13249999999996,1224.5123692939799,686.3224346469899
Kota Mojokerto,2025-07-01,349.4507,2036.5714317025527,1193.0110658512763
Kota Mojokerto,2025-08-01,216.53255,0.0,0.0
Kota Mojokerto,2025-09-01,789.3292999999999,0.0,0.0
Kota Mojokerto,2025-10-01,468.09050000000025,0.0,0.0
Kota Mojokerto,2025-11-01,110.51385,0.0,0.0
Kota Mojokerto,2025-12-01,10.128250000000001,1873.5596281455294,941.8439390727647
Kota Pasuruan,2025-01-01,582.3067000000001,728.9231777654751,655.6149388827375
Kota Pasuruan,2025-02-01,854.8018000000001,1574.4389148814216,1214.620357440711
Kota Pasuruan,2025-03-01,1445.9062000000006,0.0,68.92965034939573
Kota Pasuruan,2025-04-01,1148.1490999999999,0.0,342.48817415392267
Kota Pasuruan,2025-05-01,551.8922499999999,0.0,29.393026475082962
Kota Pasuruan,2025-06-01,667.1077500000002,1967.0948021997365,1317.1012760998683
Kota Pasuruan,2025-07-01,984.706,1587.134474198659,1285.9202370993296
Kota Pasuruan,2025-08-01,740.2804999999997,0.0,61.19790497241246
Kota Pasuruan,2025-09-01,582.4188499999999,0.0,0.0
Kota Pasuruan,2025-10-01,261.0765999999999,0.0,0.0
Kota Pasuruan,2025-11-01,1068.3395500000001,0.0,524.5560896489036
Kota Pasuruan,2025-12-01,358.9365000000001,1607.9297154491312,983.4331077245656
Kota Probolinggo,2025-01-01,144.99525000000003,0.0,60.643469153842304
Kota Probolinggo,2025-02-01,200.28555000000003,278.7389014914902,239.51222574574513
Kota Probolinggo,2025-03-01,908.3876499999996,976.5370024100869,942.4623262050432
Kota Probolinggo,2025-04-01,3411.4379000000026,1159.3594657688475,2285.398682884425
Kota Probolinggo,2025-05-01,1601.8482000000001,1552.329319920521,1577.0887599602606
Kota Probolinggo,2025-06-01,378.93785,710.2315901566074,544.5847200783037
Kota Probolinggo,2025-07-01,181.94539999999998,0.0,0.0
Kota Probolinggo,2025-08-01,158.7031499999999,0.0,0.0
Kota Probolinggo,2025-09-01,255.29515,0.0,0.0
Kota Probolinggo,2025-10-01,129.43399999999997,0.0,0.0
Kota Probolinggo,2025-11-01,24.158349999999995,0.0,0.0
Kota Probolinggo,2025-12-01,23.95339999999999,1429.835252641582,726.894326320791
Kota Surabaya,2025-01-01,391.7364,1338.6235146995582,865.1799573497791
Kota Surabaya,2025-02-01,570.8168000000002,0.0,0.0
Kota Surabaya,2025-03-01,2845.629750000001,0.0,97.42731987369802
Kota Surabaya,2025-04-01,4891.980700000004,4046.318323197421,4469.149511598713
Kota Surabaya,2025-05-01,907.6111999999998,790.08976590848,848.8504829542399
Kota Surabaya,2025-06-01,382.8411,0.0,159.81168894530816
Kota Surabaya,2025-07-01,488.0643,1328.9315296473826,908.4979148236913
Kota Surabaya,2025-08-01,722.8202999999997,0.0,300.5368722898121
Kota Surabaya,2025-09-01,667.1487000000002,0.0,0.0
Kota Surabaya,2025-10-01,251.27649999999994,0.0,0.0
Kota Surabaya,2025-11-01,280.76755,0.0,0.0
Kota Surabaya,2025-12-01,59.36589999999999,1226.333275142337,642.8495875711685
